Id,Company,CPU,RAM,Bus,SSD,HDD,GPU_name,GPU_ram,Screen,resolution,Weight(kg),Price(dong)
404,MSI,Intel Core i7-1185G7,32 GB,3200 MHz,1000,0,NVIDIA GeForce GTX 1650,4,15.6,3840 x 2160,1.69,45990000
405,Dell,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.34,28990000
406,Lenovo,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.3,35990000
407,Lenovo,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.3,29490000
408,Lenovo,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,19990000
409,HP,AMD Ryzen 7-4700U,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,2,21590000
410,Lenovo,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,26990000
411,HP,AMD Ryzen 5-4500U,4 GB,3200 MHz,256,0,On board,0,15.6,1920 x 1080,2,16590000
412,HP,AMD Ryzen 5-4500U,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.6,17990000
413,HP,AMD Ryzen 3-4300U,4 GB,3200 MHz,256,0,On board,0,14,1366 x 768,1.6,12990000
414,MSI,Intel Core i5-9300H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,1.86,19990000
415,ASUS,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,25990000
416,HP,AMD Ryzen 5-4600H,8 GB,3200 MHz,0,1000,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,1.98,18990000
417,HP,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,1.98,23990000
418,Lenovo,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,21990000
419,ASUS,Intel Core i7-10510U,16 GB,2133 MHz,1000,0,On board,0,14,1920 x 1080,0.995,44990000
420,Lenovo,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.3,25990000
421,Lenovo,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.3,23490000
422,Acer,AMD Ryzen 5-4600H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.2,21490000
423,MSI,Intel Core i5-10300H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX1650,4,15.6,1920 x 1080,1.86,20490000
424,MSI,Intel Core i7-10875H,16 GB,2666 MHz,1000,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2.38,56990000
425,Acer,Intel Core i5-1035G1,4 GB,2666 MHz,512,0,On board,0,15.6,1920 x 1080,1.7,14990000
426,Lenovo,AMD Ryzen 5-4600H,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,2.3,23990000
427,MSI,Intel Core i7-10875H,32 GB,3200 MHz,1000,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2.38,53490000
428,HP,Intel Core i5-9300H,8 GB,2666 MHz,256,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.23,18490000
429,ASUS,Intel Core i3-1115G4,4 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.4,12290000
430,Acer,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,On board,0,15.6,1920 x 1080,1.65,17490000
431,MSI,Intel Core i5-9300H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,1.86,17490000
432,HP,Intel Core i3-1005G1,4 GB,2666 MHz,256,0,On board,0,14,1366 x 768,1.47,10490000
433,HP,Intel Core i3-1005G1,4 GB,2666 MHz,256,0,On board,0,15.6,1366 x 768,1.65,10290000
434,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX330,2,15.6,1920 x 1080,1.65,21690000
435,ASUS,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,NVIDIA GeForce MX330,2,14,1920 x 1080,1.4,18390000
436,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,16490000
437,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,16490000
438,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,16490000
439,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,16490000
440,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,16490000
441,ASUS,Intel Core i7-1165G7,8 GB,2666 MHz,512,0,NVIDIA GeForce MX330,2,14,1920 x 1080,1.4,20990000
442,ASUS,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,1.9,39990000
443,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,19290000
444,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,19290000
445,Dell,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,1.9,25990000
446,MSI,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.3,21990000
447,MSI,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.3,21990000
448,MSI,Intel Core i7-1185G7,8 GB,0 MHz,512,0,NVIDIA GeForce GTX1650,4,14,1920 x 1080,1.29,32990000
449,Dell,Intel Core i5-1135G7,8 GB,4267 MHz,512,0,On board,0,13.3,1920 x 1080,1.37,25990000
450,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,18590000
451,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,256,0,On board,0,15.6,1920 x 1080,1.7,18990000
452,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.65,20490000
453,Dell,Intel Core i5-1035G1,8 GB,2666 MHz,256,0,On board,0,15.6,1920 x 1080,2.15,15590000
454,ASUS,AMD Ryzen 3-4300U,4 GB,3200 MHz,256,0,On board,0,14,1920 x 1080,1.5,12990000
455,Dell,AMD Ryzen 3-3200U,4 GB,2400 MHz,256,0,On board,0,15.6,1920 x 1080,1.96,11990000
456,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX350,2,14,1920 x 1080,1.4,20990000
457,HP,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.23,27490000
458,ASUS,AMD Ryzen 3-3250U,4 GB,2400 MHz,256,0,On board,0,15.6,1920 x 1080,1.9,9790000
459,HP,Intel Core i7-10750H,16 GB,2933 MHz,1000,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.14,54990000
460,Acer,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,NVIDIA GeForce MX350,2,15.6,1920 x 1080,1.7,17490000
461,Dell,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX330,2,15.6,1920 x 1080,1.65,23490000
462,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,256,0,On board,0,13.3,1920 x 1080,1.11,21490000
463,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,256,0,On board,0,13.3,1920 x 1080,1.11,19990000
464,Acer,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.45,15990000
465,ASUS,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,NVIDIA GeForce MX450,2,14,1920 x 1080,1.29,32990000
466,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.19,24990000
467,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.17,21990000
468,Acer,Intel Core i5-1135G7,16 GB,4266 MHz,1000,0,On board,0,14,1920 x 1080,1.37,24990000
469,ASUS,Intel Core i3-1115G4,4 GB,2666 MHz,0,0,On board,0,15.6,1920 x 1080,1.7,13890000
470,ASUS,Intel Core i3-1115G4,4 GB,2666 MHz,512,0,On board,0,15.6,1920 x 1080,1.7,13890000
471,Acer,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.2,39490000
472,MSI,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX450,2,14,1920 x 1080,1.3,20990000
473,ASUS,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,On board,0,15.6,1920 x 1080,1.7,17490000
474,ASUS,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.4,17290000
475,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.17,22990000
476,ASUS,Intel Core i5-10300H,8 GB,2933 MHz,0,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.2,20990000
477,ASUS,Intel Core i7-10870H,8 GB,3200 MHz,0,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.2,24490000
478,ASUS,Intel Core i7-10870H,8 GB,3200 MHz,0,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.3,27990000
479,MSI,Intel Core i5-9300H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,1.86,19490000
480,Acer,Intel Core i5-1135G7,8 GB,4266 MHz,512,0,On board,0,14,1920 x 1080,1.37,20990000
481,Acer,Intel Core i5-1135G7,8 GB,4266 MHz,512,0,On board,0,13.5,2256 x 1504,1.2,19990000
482,Acer,AMD Ryzen 5-4500U,16 GB,4266 MHz,1000,0,On board,0,14,1920 x 1080,1.2,19990000
483,Avita,Intel Core i5-10210U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.28,15490000
484,Lenovo,AMD Ryzen 5-4600H,8 GB,3200 MHz,256,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,17990000
485,MSI,AMD Ryzen 5-4600H,16 GB,3200 MHz,512,0,AMD Radeon RX 5500M,4,17.3,1920 x 1080,2.3,21990000
486,Lenovo,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,2.3,26790000
487,MSI,Intel Core i7-10750H,16 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,17.3,1920 x 1080,2.6,30390000
488,MSI,Intel Core i7-1185G7,16 GB,0 MHz,512,0,On board,0,14,1920 x 1080,1.29,27990000
489,MSI,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX450,2,14,1920 x 1080,1.3,20990000
490,MSI,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.3,21490000
491,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.4,18990000
492,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.4,18990000
493,ASUS,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.4,18990000
494,ASUS,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.4,22490000
495,HP,Intel Core i5-10300H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.23,21990000
496,Lenovo,AMD Ryzen 5-4600H,8 GB,3200 MHz,256,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,17990000
497,Dell,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.34,25990000
498,Dell,Intel Core i7-10750H,16 GB,0 MHz,1000,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2.65,41990000
499,Dell,Intel Core i5-10300H,8 GB,3200 MHz,0,1000,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.45,20990000
500,ASUS,Intel Core i7-10875H,16 GB,3200 MHz,1000,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2,61990000
501,ASUS,AMD Ryzen 9-4900H,16 GB,3200 MHz,1024,0,NVIDIA GeForce GTX 2060,6,14,2560 x 1440,1.7,43490000
502,Lenovo,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,20990000
503,Lenovo,AMD Ryzen 5-4600H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,17990000
504,ASUS,AMD Ryzen 7-4700U,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,19290000
505,HP,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.23,26490000
506,Acer,Intel Core i5-10300H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,20990000
507,HP,Intel Core i5-10300H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.23,21490000
508,HP,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.23,26990000
509,ASUS,AMD Ryzen 7-4700U,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,19290000
510,HP,Intel Core i3-1005G1,4 GB,3200 MHz,256,0,On board,0,14,1920 x 1080,1.61,13490000
511,HP,Intel Core i5-1035G4,8 GB,2666 MHz,256,0,On board,0,13.3,1920 x 1080,1.3,20490000
512,ASUS,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.4,18490000
513,Dell,Intel Core i5-1035G1,4 GB,2666 MHz,256,0,NVIDIA GeForce MX230,2,15.6,1920 x 1080,2.19,16790000
514,ASUS,AMD Ryzen 7-4800H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.7,30990000
515,ASUS,Intel Core i7-10750H,16 GB,2933 MHz,512,0,NVIDIA GeForce RTX 2060,6,17.3,1920 x 1080,2.85,35990000
516,Lenovo,Intel Core i5-10300H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.2,19990000
517,Acer,AMD Ryzen 5-4500U,8 GB,3733 MHz,512,0,On board,0,14,1920 x 1080,1.19,18190000
518,ASUS,Intel Core i5-1035G1,4 GB,2400 MHz,512,0,NVIDIA GeForce MX330,2,15.6,1920 x 1080,1.8,15490000
519,MSI,Intel Core i7-10750H,16 GB,2666 MHz,1000,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.3,36990000
520,ASUS,AMD Ryzen 5-4600H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,20490000
521,ASUS,AMD Ryzen 7-4800H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.7,30990000
522,ASUS,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,21990000
523,ASUS,AMD Ryzen 5-4600H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,17.3,1920 x 1080,2.6,20990000
524,ASUS,Intel Core i5-1035G1,4 GB,2400 MHz,512,0,On board,0,15.6,1920 x 1080,1.8,13990000
525,Dell,Intel Core i5-9300H,8 GB,2666 MHz,256,0,NVIDIA GeForce GTX 1050,3,15.6,1920 x 1080,1.87,21990000
526,HP,Intel Core i5-8265U,4 GB,2666 MHz,0,1000,NVIDIA GeForce MX130,2,15.6,1920 x 1080,1.85,13990000
527,MSI,Intel Core i7-10750H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.3,24990000
528,ASUS,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.17,28990000
529,MSI,AMD Ryzen 5-4600H,8 GB,3200 MHz,256,0,AMD Radeon RX 5300M,3,15.6,1920 x 1080,1.96,17990000
530,MSI,Intel Core i7-10750H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650,4,15.6,1920 x 1080,2.3,22490000
531,Acer,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,25990000
532,ASUS,Intel Core i5-10300H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.39,22490000
533,ASUS,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.3,25990000
534,ASUS,AMD Ryzen 7-4800H,16 GB,3200 MHz,1024,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.3,29990000
535,MSI,Intel Core i7-10750H,16 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.3,29990000
536,Acer,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,2.3,25490000
537,Acer,AMD Ryzen 7-3700U,8 GB,2400 MHz,512,0,On board,0,14,1920 x 1080,1.5,14990000
538,HP,Intel Core i5-8265U,4 GB,2666 MHz,0,1000,On board,0,15.6,1920 x 1080,1.85,12990000
539,ASUS,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,17.3,1920 x 1080,2.6,25990000
540,Avita,Intel Core i7-10510U,8 GB,2400 MHz,1000,0,On board,0,14,1920 x 1080,1.28,20490000
541,ASUS,AMD Ryzen 3-3250U,4 GB,2400 MHz,256,0,On board,0,14,1920 x 1080,1.6,9490000
542,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX230,2,14,1920 x 1080,1.72,24490000
543,Dell,Intel Core i5-10210U,8 GB,2666 MHz,512,0,NVIDIA GeForce MX230,2,14,1920 x 1080,1.42,19990000
544,Lenovo,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.36,22990000
545,HP,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,NVIDIA GeForce MX450,2,15.6,1920 x 1080,1.74,30190000
546,HP,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX450,2,15.6,1920 x 1080,1.74,25890000
547,HP,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.74,24390000
548,HP,Intel Core i5-1135G7,8 GB,3200 MHz,256,0,On board,0,15.6,1920 x 1080,1.74,18990000
549,HP,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.74,28190000
550,HP,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.38,25490000
551,HP,Intel Core i5-1135G7,8 GB,2666 MHz,256,0,On board,0,15.6,1366 x 768,1.65,15590000
552,HP,Intel Core i7-1165G7,8 GB,2666 MHz,512,0,On board,0,15.6,1366 x 768,1.65,18490000
553,HP,Intel Core i5-1135G7,8 GB,2666 MHz,512,0,On board,0,0,1366 x 768,1.65,16590000
554,MSI,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.6,18990000
555,Dell,Intel Core i5-1135G7,8 GB,4267 MHz,512,0,On board,0,13.4,1920 x 1200,1.27,39990000
556,Dell,Intel Core i7-10510U,8 GB,2666 MHz,512,0,NVIDIA GeForce MX230,2,14,1920 x 1080,1.42,23490000
557,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.72,21590000
558,HP,Intel Core i7-10510U,16 GB,2933 MHz,512,0,On board,0,14,1920 x 1080,1.32,48990000
559,Dell,Intel Core i7-1165G7,16 GB,4267 MHz,512,0,On board,0,13.4,3840 x 2400,1.27,59990000
560,Dell,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX330,2,15.6,1920 x 1080,1.7,21490000
561,Dell,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,NVIDIA GeForce MX230,2,14,1920 x 1080,1.72,26990000
562,HP,Intel Core i7-10510U,16 GB,2933 MHz,512,0,On board,0,13.3,1920 x 1080,1.21,48990000
563,Lenovo,AMD Ryzen 7-4800H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,4,15.6,1920 x 1080,2.46,29990000
564,Dell,Intel Core i3-1005G1,4 GB,2666 MHz,256,0,On board,0,15.6,1920 x 1080,1.91,11490000
565,Dell,Intel Core i7-1165G7,16 GB,3200 MHz,512,0,NVIDIA GeForce MX330,2,15.6,1920 x 1080,1.7,25990000
566,Dell,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,15.6,1920 x 1080,1.851,30490000
567,Lenovo,Intel Core i7-1165G7,8 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.36,25990000
568,HP,Intel Core i7-10510U,16 GB,2666 MHz,512,0,On board,0,13.3,1920 x 1080,1.31,38290000
569,MSI,Intel Core i7-10750H,8 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,17.3,1920 x 1080,2.2,23590000
570,HP,Intel Core i7-8750H,16 GB,2666 MHz,512,0,NVIDIA GeForce GTX 1050,4,15.6,1920 x 1080,2.06,35590000
571,HP,Intel Core i5-8300H,8 GB,2666 MHz,256,0,NVIDIA GeForce GTX 1050,4,15.6,1920 x 1080,2.06,29990000
572,HP,intel core i7-10510U,16 GB,0 MHz,512,0,NVIDIA Quadro P520,4,14,1920 x 1080,1.41,38900000
573,HP,Intel Core i7-10750H,32 GB,0 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,0,1920 x 1080,2.76,63490000
574,HP,Intel Core i7-10750H,16 GB,2933 MHz,0,0,NVIDIA GeForce RTX 2070,8,15.6,1920 x 1080,2.36,0
575,HP,Intel Core i5-1135G7,8 GB,3200 MHz,512,0,On board,0,15.6,1920 x 1080,1.75,17690000
576,Creator,Intel Core i7-10750H,16 GB,2666 MHz,1000,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.73,51990000
577,MSI,Intel Core i7-10870H,16 GB,3200 MHz,1000,0,NVIDIA GeForce RTX2070,8,15.6,1920 x 1080,2.1,57990000
578,Dell,Intel Core i7-10750H,8 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.56,38990000
579,Dell,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.56,39990000
580,Acer,Intel Core i5-1135G7,8 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.46,15490000
581,ASUS,AMD Ryzen 5-4500U,8 GB,3733 MHz,512,0,On board,0,14,1920 x 1080,1.26,19990000
582,Dell,Intel Core i7-10750H,16 GB,3200 MHz,512,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.65,32990000
583,Acer,Intel Core i5-1135G7,8 GB,4267 MHz,512,0,On board,0,14,1920 x 1080,1.05,25990000
584,Acer,Intel Core i3-1115G4,4 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.45,11990000
585,MSI,Intel Core i7-1185G7,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,1.69,33990000
586,MSI,Intel Core i7-1185G7,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,1.69,33990000
587,Acer,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.2,32990000
588,Dell,Intel Core i7-10750H,8 GB,2933 MHz,512,0,NVIDIA GeForce GTX 1660Ti,6,15.6,1920 x 1080,2.65,28990000
589,ASUS,AMD Ryzen 5-4500U,8 GB,3733 MHz,512,0,On board,0,14,1920 x 1080,1.26,19990000
590,ASUS,AMD Ryzen 7-4800H,16 GB,3200 MHz,512,0,NVIDIA GeForce GTX 1650Ti,4,14,1920 x 1080,1.7,32990000
591,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,13.3,1920 x 1080,1.22,31490000
592,Lenovo,Intel Core i7-10510U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,34990000
593,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,33990000
594,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.27,29590000
595,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,512,0,On board,0,14,1920 x 1080,1.69,17190000
596,Lenovo,Intel Core i5-10210U,8 GB,2666 MHz,256,0,On board,0,14,1920 x 1080,1.69,16990000
597,HP,Intel Core i3-1005G1,4 GB,3200 MHz,512,0,On board,0,14,1920 x 1080,1.61,13990000
598,ASUS,Intel Core i7-10875H,16 GB,3200 MHz,1000,0,NVIDIA GeForce RTX 2070,8,17.3,1920 x 1080,2.88,59990000
599,MSI,Intel Core i9-10980H,16 GB,3200 MHz,0,1000,NVIDIA GeForce RTX 2070,8,17.3,1920 x 1080,2.64,61990000
600,MSI,Intel Core i7-10750H,16 GB,3200 MHz,0,0,NVIDIA GeForce RTX 2060,6,15.6,1920 x 1080,2.1,43490000
